1,9,9,1,EASY
2,9,9,2,MEDIUM
3,9,9,3,HARD
4,9,9,4,EVIL
5,9,9,6,INSANE
6,9,9,2,MEDIUM 2
7,9,9,7,USA_TODAY_12_15_08
8,9,9,5,FIENDISH
9,9,9,4,USA_TODAY_01_08_09
10,9,9,3,USA_TODAY_12_23_08
11,9,9,5,USA_TODAY_12_19_08
12,9,9,4,USA_TODAY_12_24_08
13,9,9,3,USA_TODAY_12_29_08
14,9,9,3,CHARLOTTE_OBSERVER_01_02_09
15,9,9,4,USA_TODAY_12_31_08
16,9,9,3,USA_TODAY_12_16_08
17,9,9,4,CHARLOTTE_OBSERVER_01_01_09
18,9,9,5,USA_TODAY_01_02_09
19,9,9,3,USA_TODAY_12_22_08
